dabe/train_base_loss,dabe/train_loss,dabe/train_mtp_loss,dabe/train_stable,dabe/val_base_loss,dabe/val_loss,dabe/val_mtp_loss,dabe/val_stable,epoch,step
0.04625547304749489,0.04625547304749489,0.0,1.0,,,,,0,344
0.02504803240299225,0.02504803240299225,0.0,1.0,,,,,0,349
0.023164276033639908,0.023164276033639908,0.0,1.0,,,,,0,354
0.03200528398156166,0.03200528398156166,0.0,1.0,,,,,0,359
0.04527968913316727,0.04527968913316727,0.0,1.0,,,,,0,364
0.04559670388698578,0.04559670388698578,0.0,1.0,,,,,0,369
0.06538887321949005,0.06538887321949005,0.0,1.0,,,,,0,374
0.030810309574007988,0.030810309574007988,0.0,1.0,,,,,0,379
0.018167395144701004,0.018167395144701004,0.0,1.0,,,,,0,384
0.022317077964544296,0.022317077964544296,0.0,1.0,,,,,0,389
0.04058188945055008,0.04058188945055008,0.0,1.0,,,,,0,394
0.03720306605100632,0.03720306605100632,0.0,1.0,,,,,0,399
0.054521344602108,0.054521344602108,0.0,1.0,,,,,0,404
0.04544353485107422,0.04544353485107422,0.0,1.0,,,,,0,409
0.006567968986928463,0.006567968986928463,0.0,1.0,,,,,0,414
0.008355274796485901,0.008355274796485901,0.0,1.0,,,,,0,419
0.012484436854720116,0.012484436854720116,0.0,1.0,,,,,0,424
0.040442124009132385,0.040442124009132385,0.0,1.0,,,,,0,429
0.008489146828651428,0.008489146828651428,0.0,1.0,,,,,0,434
,,,,0.0141252176836133,0.0141252176836133,0.0,1.0,0,438
