chunk_size,run_dir,stable,nan_batches,val_loss_first,val_loss_last,val_trend_pass,steps_per_sec,raw_tokens_per_sec
64,experiments/fp16_chunk_window64_smoke_20260613_204441,True,0,0.0002778720227070153,0.0002450300089549273,True,24.607956663361577,806151.9355640459
32,experiments/fp16_chunk_window32_smoke_20260613_204648,True,0,0.00040527948294766247,0.0004610795876942575,False,23.197971385341422,379647.9781688592
16,experiments/fp16_chunk_window16_smoke_20260613_204830,True,0,0.0008526085293851793,0.0008384128450416028,True,20.763197067837606,170058.44631621303
8,experiments/fp16_chunk_window8_smoke_20260613_205019,True,0,0.0017197576817125082,0.001678799162618816,True,16.960782344804308,69471.36448431844
4,experiments/fp16_chunk_window4_smoke_20260613_205227,True,0,0.0039278920739889145,0.0038618254475295544,True,12.410908029565471,25417.539644550085
2,experiments/fp16_chunk_window2_smoke_20260613_211932,True,0,0.008972550742328167,0.009337862022221088,False,7.455743305761699,7634.681145099979
